ira	#NoMasViolencia #LaMarchaMasGrandeDeChile2 cualquier #tomatazo #nomasencapuchados es un desperdicio de alimentos y una burla para quienes no tienen fácil acceso a ellos !
ira	#nomasencapuchados todos vamos encapuchados porque tenemos que protegernos de sus putas lacrimógenas que tiran por nada! Ah! Y tiran a los manifestantes PACIFICOS pero desaparecen cuando queda la cagá.
ira	Avisenle a los flaites que están tirando piedras que está jugando Vidal en el Barcelona, apuesto a que se va más de la mitad de los weones.. #nomasencapuchados #ChileDesperto #ChileEnRebeldia
alegria	Esto es parte de lo que está diciendo #Chile, ¿por qué?, porque #ChileDespertó. Gracias @Xime_Gonza_#ChileDesperto #ParoNacional #ChilenosQueHablan #Noestamosenguerra #NoMasAbusos #NoMasAFP #LaMarchaMasGrandeDeChile2pic.twitter.com/Nb7RqGMUjs
desagrado	"No son 30 pesos del alza del transporte público, son 30 años de desigualdad #ChileDespertoBCN#DestituciónConstitucionalAPiñera#EstoNoHaTerminado#ChileNoSeRinde#ResisteChile#NoEstamosEnGuerra#SeguimosEnLaLuchahttps://twitter.com/chileokulto/status/1189213164153573376 …Es bueno que ""con copas y vasos"" nos cuenten cómo es la ""exitosa"" manera de CAGARNOS!! pic.twitter.com/WDGMORLdYs"
miedo	Por favor paren de destruir el país #nomasencapuchados #FrenteAmplioGolpista
miedo	Hoy empieza otra “guerra” contra los que queremos un cambio .. reduccion de sueldos ,atrasos en pago de sueldo ,recortes de hora de trabajo  y aumentos de horas sin remuneracion !!Con gusto !! Me apreto el cinturon  si eso significa cambios de verdad!! #marcha #Noestamosenguerra
desagrado	Cuando el flaite del canal lo dejan en el GC de @CHVNoticias xD tiyile ailaoh loh incidentes xD #nomasencapuchados #RenunciaIsamit #RenunciaPiñera #PineraDictadorpic.twitter.com/chdi4rehLc
ira	#nomasencapuchados si marchas pacíficas . No más hijos de puta delincuentes. Si a las protestas pacíficas si a a los cacerolasos. #NuevaConstitucion2020 #LaMarchaMasGrandeDeChile2
desagrado	Pidanle a Piñera que en vez de pedirle perdón al pueblo, que le pida perdón a Maduro, y de rodillas, o la auto destrucción sigue #ChileDesperto #nomasencapuchados #ULTIMAHORA
